"q","repetition","calibration","subgroup","estimate","lower","upper","width","trial_estimate","trial_lower","trial_upper","trial_width","width_ratio","n_control","n_treated","borrowing_estimate","borrowing_lower_bound","control_estimate","control_lower","control_upper","negative_transfer","prognostic_status","prognostic_reason","prognostic_upper","prognostic_lower","prognostic_estimate"
0.2,1,"ridge","free_lunch_1",10.9227781679959,7.47265770332646,14.6237725128365,7.15111480951004,10.479912874444,7.41998466782927,15.6626554599742,8.24267079214495,0.867572536843867,177,115,2.81335524627046,-6.54079228283647,32.2681252952558,-5.75210634875685,75.0890505728389,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.2,1,"ridge","free_lunch_Missing",9.00748068805,3.32556692062832,14.3681512963877,11.0425843757594,8.78075718872524,3.43653755240444,14.9453964018298,11.5088588494254,0.959485603241257,9,6,2.81335524627046,-6.54079228283647,32.2681252952558,-5.75210634875685,75.0890505728389,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.2,1,"ridge","free_lunch_2",9.23872373488756,2.17440066344908,15.7821022162867,13.6077015528376,9.32268240502448,2.31233346048166,15.8331816750302,13.5208482145485,1.00642366047684,132,105,2.81335524627046,-6.54079228283647,32.2681252952558,-5.75210634875685,75.0890505728389,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.2,1,"lasso","free_lunch_1",11.1371029283652,7.16733668750328,14.6035603268324,7.43622363932913,10.479912874444,7.41998466782927,15.6626554599742,8.24267079214495,0.902161911696833,177,115,0.284307037925296,-6.14235286815263,9.91769361675067,-18.0666433351233,80.9036415244444,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.2,1,"lasso","free_lunch_Missing",9.24892234826016,3.69971235738732,14.494123797275,10.7944114398877,8.78075718872524,3.43653755240444,14.9453964018298,11.5088588494254,0.937921959172052,9,6,0.284307037925296,-6.14235286815263,9.91769361675067,-18.0666433351233,80.9036415244444,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.2,1,"lasso","free_lunch_2",9.38343453328854,2.10810354123349,15.9339440274416,13.8258404862081,9.32268240502448,2.31233346048166,15.8331816750302,13.5208482145485,1.02255718478752,132,105,0.284307037925296,-6.14235286815263,9.91769361675067,-18.0666433351233,80.9036415244444,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"intercept","free_lunch_1",6.94676070121367,0.647263553367423,12.3147360045557,11.6674724511883,7.56893543815136,2.6424951927279,12.4766258384229,9.83413064569496,1.18642642360013,261,190,-24.0646535215889,-41.2895094189227,10.4480956464294,-17.5211065365152,64.5062069464449,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"intercept","free_lunch_2",6.83418559395647,3.49412185486622,15.8606516709126,12.3665298160464,6.90783607648822,2.74588548307124,14.9357264378634,12.1898409547921,1.01449476345996,199,174,-24.0646535215889,-41.2895094189227,10.4480956464294,-17.5211065365152,64.5062069464449,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"intercept","free_lunch_Missing",6.38233490653093,2.13961503185195,13.6674589661668,11.5278439343148,6.30901508489352,2.02919935079025,13.2327894158868,11.2035900650966,1.02894196122263,13,6,-24.0646535215889,-41.2895094189227,10.4480956464294,-17.5211065365152,64.5062069464449,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"ridge","free_lunch_1",7.54804940693871,2.00978892897997,11.9183490285207,9.90856009954072,7.58428682821306,2.29287691753202,12.5346192945989,10.2417423770668,0.96746820362596,261,190,0.14009995819685,-4.25605804673769,7.98964391333243,-13.9803512610864,52.6585156641096,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"ridge","free_lunch_Missing",6.52285438160974,2.07829512625398,12.9586325706886,10.8803374444346,6.4136286663549,1.78249386318369,13.0768237494831,11.2943298862994,0.963345108029208,13,6,0.14009995819685,-4.25605804673769,7.98964391333243,-13.9803512610864,52.6585156641096,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"ridge","free_lunch_2",7.01459636345835,2.75818005437408,14.6542650579428,11.8960850035688,6.97951095487957,2.50027482053928,14.6813961302451,12.1811213097058,0.976600158647962,199,174,0.14009995819685,-4.25605804673769,7.98964391333243,-13.9803512610864,52.6585156641096,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"lasso","free_lunch_1",7.52966523502382,2.36795619876253,11.7697072903729,9.40175109161035,7.58428682821306,2.29287691753202,12.5346192945989,10.2417423770668,0.91798355645643,261,190,0.726990758448764,-5.75133030493217,4.65315946144609,-29.0538085076254,59.5514293803133,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"lasso","free_lunch_Missing",6.45784887630595,1.83698841380827,13.0482951988027,11.2113067849944,6.4136286663549,1.78249386318369,13.0768237494831,11.2943298862994,0.99264913437621,13,6,0.726990758448764,-5.75133030493217,4.65315946144609,-29.0538085076254,59.5514293803133,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.3,1,"lasso","free_lunch_2",6.9112514453254,2.65673633072038,14.7183660288888,12.0616296981684,6.97951095487957,2.50027482053928,14.6813961302451,12.1811213097058,0.990190425946897,199,174,0.726990758448764,-5.75133030493217,4.65315946144609,-29.0538085076254,59.5514293803133,FALSE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"intercept","free_lunch_1",10.5182341359715,3.94066031897241,15.2317522307046,11.2910919117322,9.44248173808409,5.14805067766207,12.279534618423,7.13148394076098,1.58327383270071,380,241,-22.1112403609879,-45.7376025790299,39.846202184891,-10.5277906433242,99.1409050216837,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"intercept","free_lunch_2",10.8778587739631,4.78223901834148,19.402623030685,14.6203840123435,10.7603743964316,6.00326514802522,18.9981751630025,12.9949100149773,1.1250854369513,250,217,-22.1112403609879,-45.7376025790299,39.846202184891,-10.5277906433242,99.1409050216837,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"intercept","free_lunch_Missing",9.95630461092876,3.58955621478451,16.8307396023066,13.2411833875221,9.37116233260019,4.6748537382862,16.1749937437342,11.500140005448,1.15139323358231,13,10,-22.1112403609879,-45.7376025790299,39.846202184891,-10.5277906433242,99.1409050216837,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"ridge","free_lunch_1",9.34169621871734,5.5806610304588,12.3854359761398,6.80477494568098,9.57656602060706,5.52664762830357,12.3918535366525,6.86520590834891,0.991197501797516,380,241,0.321740685866283,-0.578462232105774,3.19507139393041,-4.71211617749631,65.7663510218903,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"ridge","free_lunch_Missing",9.37795351012346,4.92689202392313,15.9417630721786,11.0148710482555,9.44551249092995,5.00835647985519,16.290265944648,11.2819094647928,0.976330388275968,13,10,0.321740685866283,-0.578462232105774,3.19507139393041,-4.71211617749631,65.7663510218903,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"ridge","free_lunch_2",10.7608096072531,6.12259016457101,18.676945460116,12.554355295545,10.8197352211557,6.19191478757454,19.122943307524,12.9310285199494,0.970870590547122,250,217,0.321740685866283,-0.578462232105774,3.19507139393041,-4.71211617749631,65.7663510218903,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"lasso","free_lunch_1",9.29150617792572,5.51730033709018,12.3229258474447,6.80562551035451,9.57656602060706,5.52664762830357,12.3918535366525,6.86520590834891,0.991321396795697,380,241,-0.347717803034775,-3.04011868924114,-5.64788060520209,-16.4524659508584,57.9755639863346,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"lasso","free_lunch_Missing",9.3071231333329,4.9028566707951,15.7043890159503,10.8015323451552,9.44551249092995,5.00835647985519,16.290265944648,11.2819094647928,0.957420583710875,13,10,-0.347717803034775,-3.04011868924114,-5.64788060520209,-16.4524659508584,57.9755639863346,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.4,1,"lasso","free_lunch_2",10.6781276979494,6.12374291696237,18.5495913169037,12.4258483999414,10.8197352211557,6.19191478757454,19.122943307524,12.9310285199494,0.960932719371187,250,217,-0.347717803034775,-3.04011868924114,-5.64788060520209,-16.4524659508584,57.9755639863346,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"intercept","free_lunch_1",12.5628132118047,5.42409427725138,17.4567530706338,12.0326587933824,12.4833934359475,8.53430383539034,18.4776365888601,9.94333275346979,1.21012331496032,487,328,-24.912500531083,-35.6663774451004,3.35504457885666,-9.01445162971009,39.0781505090851,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"intercept","free_lunch_2",12.3549451865442,7.91797145503818,18.5360113259391,10.6180398709009,11.7033940214854,8.46813327616317,17.9217785538676,9.45364527770447,1.12316884746486,309,286,-24.912500531083,-35.6663774451004,3.35504457885666,-9.01445162971009,39.0781505090851,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"intercept","free_lunch_Missing",12.8295339607323,7.83544781942723,17.9076716721268,10.0722238526996,12.1613811143995,8.36051459986587,17.7194583028343,9.35894370296846,1.07621374509443,16,15,-24.912500531083,-35.6663774451004,3.35504457885666,-9.01445162971009,39.0781505090851,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"ridge","free_lunch_1",12.5190938691514,8.61570249292479,18.2979022567462,9.68219976382139,12.4814589260081,8.56802364568119,18.4590968911821,9.89107324550087,0.978882627143168,487,328,0.535337890041388,-1.19686522643869,2.78263229122462,0.859985723435694,32.0606528074153,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"ridge","free_lunch_Missing",12.2220158637634,8.20160732248938,17.6213053883917,9.41969806590227,12.1611795768635,8.26989383354669,17.7579141697397,9.48802033619304,0.992799101617631,16,15,0.535337890041388,-1.19686522643869,2.78263229122462,0.859985723435694,32.0606528074153,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"ridge","free_lunch_2",11.7475442020891,8.41431616167242,17.936414999315,9.52209883764259,11.6993136817726,8.4772603436842,18.0888562082457,9.61159586456147,0.990688640244555,309,286,0.535337890041388,-1.19686522643869,2.78263229122462,0.859985723435694,32.0606528074153,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"lasso","free_lunch_1",12.3510660752471,8.66345818744404,18.1266749233126,9.46321673586853,12.4814589260081,8.56802364568119,18.4590968911821,9.89107324550087,0.956743166387231,487,328,0.0787227602775711,-1.46575916626041,-0.505729796814793,-6.34554382195474,40.5622442498845,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"lasso","free_lunch_Missing",12.0563464717108,8.18597178540736,17.4792830759709,9.29331129056353,12.1611795768635,8.26989383354669,17.7579141697397,9.48802033619304,0.97947843293645,16,15,0.0787227602775711,-1.46575916626041,-0.505729796814793,-6.34554382195474,40.5622442498845,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
0.5,1,"lasso","free_lunch_2",11.6455665262722,8.42945042180208,17.9538324530842,9.52438203128216,11.6993136817726,8.4772603436842,18.0888562082457,9.61159586456147,0.990926185983238,309,286,0.0787227602775711,-1.46575916626041,-0.505729796814793,-6.34554382195474,40.5622442498845,TRUE,"unavailable","Comparison outcome design is rank deficient: the declared treatment interactions are not identifiable; retain the unavailable result or prespecify a simpler basis.",NA,NA,NA
