"setting_index","replication","seed","B","setting"
8,5,785871919,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,5,785871919,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,6,475056920,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,6,85051920,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,6,475056920,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,6,85051920,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,6,475056920,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,6,85051920,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,6,785871920,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,6,785871920,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,6,785871920,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,7,475056921,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,7,85051921,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,7,475056921,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,7,85051921,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,7,475056921,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,7,85051921,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,7,785871921,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,7,785871921,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,7,785871921,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,8,475056922,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,8,85051922,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,8,475056922,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,8,85051922,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,8,475056922,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,8,85051922,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,8,785871922,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,8,785871922,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,8,785871922,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,9,475056923,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,9,85051923,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,9,475056923,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,9,85051923,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,9,475056923,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,9,85051923,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,9,785871923,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,9,785871923,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,9,785871923,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,10,475056924,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,10,85051924,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,10,475056924,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,10,85051924,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,10,475056924,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,10,85051924,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,10,785871924,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,10,785871924,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,10,785871924,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,11,475056925,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,11,85051925,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,11,475056925,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,11,85051925,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,11,475056925,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,11,85051925,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,11,785871925,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,11,785871925,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,11,785871925,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,12,475056926,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,12,85051926,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,12,475056926,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,12,85051926,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,12,475056926,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,12,85051926,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,12,785871926,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,12,785871926,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,12,785871926,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,13,475056927,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,13,85051927,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,13,475056927,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,13,85051927,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,13,475056927,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,13,85051927,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,13,785871927,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,13,785871927,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,13,785871927,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,14,475056928,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,14,85051928,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,14,475056928,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,14,85051928,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,14,475056928,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,14,85051928,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,14,785871928,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,14,785871928,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,14,785871928,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,15,475056929,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,15,85051929,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,15,475056929,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,15,85051929,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,15,475056929,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,15,85051929,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,15,785871929,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,15,785871929,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,15,785871929,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,16,475056930,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,16,85051930,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,16,475056930,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,16,85051930,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,16,475056930,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,16,85051930,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,16,785871930,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,16,785871930,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,16,785871930,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,17,475056931,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,17,85051931,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,17,475056931,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,17,85051931,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,17,475056931,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,17,85051931,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,17,785871931,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,17,785871931,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,17,785871931,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,18,475056932,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,18,85051932,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,18,475056932,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,18,85051932,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,18,475056932,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,18,85051932,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,18,785871932,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,18,785871932,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,18,785871932,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,19,475056933,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,19,85051933,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,19,475056933,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,19,85051933,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,19,475056933,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,19,85051933,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,19,785871933,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,19,785871933,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,19,785871933,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,20,475056934,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,20,85051934,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,20,475056934,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,20,85051934,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,20,475056934,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,20,85051934,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,20,785871934,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,20,785871934,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,20,785871934,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,21,475056935,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,21,85051935,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,21,475056935,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,21,85051935,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,21,475056935,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,21,85051935,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,21,785871935,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,21,785871935,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,21,785871935,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,22,475056936,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,22,85051936,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,22,475056936,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,22,85051936,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,22,475056936,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,22,85051936,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,22,785871936,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,22,785871936,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,22,785871936,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,23,475056937,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,23,85051937,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,23,475056937,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,23,85051937,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,23,475056937,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,23,85051937,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,23,785871937,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,23,785871937,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,23,785871937,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,24,475056938,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,24,85051938,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,24,475056938,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,24,85051938,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,24,475056938,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,24,85051938,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,24,785871938,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,24,785871938,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,24,785871938,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,25,475056939,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,25,85051939,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,25,475056939,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,25,85051939,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,25,475056939,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,25,85051939,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,25,785871939,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,25,785871939,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,25,785871939,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,26,475056940,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,26,85051940,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,26,475056940,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,26,85051940,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,26,475056940,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,26,85051940,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,26,785871940,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,26,785871940,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,26,785871940,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,27,475056941,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,27,85051941,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,27,475056941,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,27,85051941,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,27,475056941,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,27,85051941,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,27,785871941,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,27,785871941,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,27,785871941,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,28,475056942,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,28,85051942,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,28,475056942,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,28,85051942,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,28,475056942,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,28,85051942,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,28,785871942,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,28,785871942,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,28,785871942,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,29,475056943,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,29,85051943,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,29,475056943,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,29,85051943,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,29,475056943,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,29,85051943,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,29,785871943,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,29,785871943,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,29,785871943,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,30,475056944,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,30,85051944,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,30,475056944,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,30,85051944,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,30,475056944,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,30,85051944,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,30,785871944,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,30,785871944,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,30,785871944,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,31,475056945,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,31,85051945,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,31,475056945,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,31,85051945,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,31,475056945,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,31,85051945,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,31,785871945,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,31,785871945,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,31,785871945,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,32,475056946,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,32,85051946,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,32,475056946,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,32,85051946,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,32,475056946,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,32,85051946,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,32,785871946,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,32,785871946,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,32,785871946,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,33,475056947,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,33,85051947,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,33,475056947,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,33,85051947,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,33,475056947,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,33,85051947,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,33,785871947,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,33,785871947,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,33,785871947,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,34,475056948,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,34,85051948,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,34,475056948,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,34,85051948,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,34,475056948,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,34,85051948,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,34,785871948,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,34,785871948,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,34,785871948,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,35,475056949,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,35,85051949,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
3,35,475056949,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_ridge"
4,35,85051949,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_ridge"
5,35,475056949,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_lasso"
6,35,85051949,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_lasso"
7,35,785871949,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_intercept"
8,35,785871949,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_ridge"
9,35,785871949,0,"s6_n250_nonprognostic_rho0_g1_k0_dictionary_lasso"
1,36,475056950,0,"s1_n200_nonprognostic_rho0_g1_k0_dictionary_intercept"
2,36,85051950,0,"s1_n500_nonprognostic_rho0_g1_k0_dictionary_intercept"
